,,,
1.4.22,с.Жана коныс,8.6,2026
1.4.23,с.Бесауыл,4.4,2026
1.4.24,с.Карабура,4.4,2026
1.4.25,с.Кошкарата,4.6,2026
1.4.26,с.Макташы,4.05,2026
1.4.27,с.Ушкын,5.9,2026
1.4.28,с.Шынар,2.1,2026
1.4.29,с.Ошакты,2.9,2026
1.4.30,с.Ата коныс,15.1,2026
1.4.31,с.Енбек,5.65,2026
1.4.32,с.Каратал,3.3,2026
1.4.33,с.Санырау,5.1,2026
1.4.34,Сарыжылға,6.05,2026
1.4.35,Коралас,7,2026
1.4.36,с.Ынталы,6.6,2026
1.4.37,Берекелі (с Целинный),3.6,2026
1.4.38,с Онтустик,5.4,2026
1.4.39,с Бирлесу,2.7,2026
1.4.40,Жетитобе (с.Курбанов),2.8,2026
1.4.41,с.Бакшысай,3.9,2026
1.4.42,с.Куры озек,8.7,2026
1.4.43,с.Мадениет,16.2,2026
1.4.44, с Коммунмзм  (с Ащысай) ,8.2,2026
1.5,Мактааральский район,187.86999999999995,2027
1.5.1,с.Водное (Көксу),70,2027
1.5.2,с.Еркинабад,2.7,2027
1.5.3,с.Жантаксай,6.61,2027
1.5.4,с.Арайлы,9.1,2027
1.5.5,с.Нурлы жол,11.8,2027
1.5.6,с.Шапагат,0.55,2027
1.5.7,с.Азамат,5.83,2027
1.5.8,с.Каракыр ,4.35,2027
1.5.9,Мырзатөбе (с.Макталы),12.2,2027
1.5.10,Өркен (с.Кызыл ту),3.75,2027
1.5.11,с.Ак алтын,3.2,2027
1.5.12,с.Амангелды (Альфараби),3.6,2027
1.5.13,с.Ел коныс,9.38,2027
1.5.14,с.Енбекши,2.95,2027
1.5.15,с.Жулдуз,5.53,2027
1.5.16,с.Азаттык ,5.15,2027
1.5.17,Туран (с.Прогресс),5.72,2027
1.5.18,с.Тулпар ,3.8,2027
1.5.19,с.Бакыт ,5.1,2027
1.5.20,Достық,5.5,2027
1.5.21,с.Рахимов,2.98,2027
1.5.22,с.Азат ,4.17,2027
1.5.23,с.Жана турмыс,3.9,2027
1.4,"Ордабасынский район, Сайрамский район",200.16499999999996,2026
1.6.1,с.Боралдай,8,2026
1.6.2,с.Кызыл сенгир,8.2,2026
1.6.3,с.Карабастау,6.25,2026
1.6.4,с.Кемер,2.73,2026
1.6.5,с.Бирлик,4.63,2026
1.6.6,с.Теспе,2.28,2026
1.6.7,с.Ынтымак,2.21,2026
1.6.8,с.Дихан ,11.5,2026
1.6.9,с.Бейсен,3.22,2026
1.6.10,с.Акжол,2.875,2026
1.6.11,с.Жулдыз,3,2026
1.6.12,с.Ынтымак,3,2026
1.6.13,с.Акпан,5,2026
1.6.14,с.Жанатурмыс ,4.6,2026
1.6.15,с.Мадениет,6.93,2026
1.6.16,с.Макташы,3.84,2026
1.6.17,с.Сарыарык,3.785,2026
1.6.18,с.Аксары,4,2026
1.6.19,с.Арыстанды,6.8,2026
1.6.20,с.Енбекши,4.3,2026
1.6.21,с.Жайылма,2.345,2026
1.6.22,с.Елшибек батыр,4.88,2026
1.6.23,с.Кокарал,4.15,2026
1.6.24,с.Нура,5.86,2026
1.6.25,с.Аккойлы,5.35,2026
1.6.26,с.Жусансай,6,2026
1.6.27,с.Сарытогай,6.53,2026
1.6.28,с.Токсансай,4,2026
1.6.29,с.Сарыарык,9.4,2026
1.6.30,с.Курлык,4,2026
1.6.31,с.Тоган,6.5,2026
1.6.32,с.Бескепе,5.5,2026
1.6.33,с.Айтеке-би,4.5,2026
1.6.34,с.Кызылжар,2.5,2026
1.6.35,с.Оймауыт,8.8,2026
1.6.36,с.М.Оразалиев,6.9,2026
1.6.37,с.Теспе,7.1,2026
1.6.38,с.Шапырашты,3.7,2026
1.6.39,с.Жанатурмыс,2,2026
1.6.40,с.Береке,2,2026
1.6.41,с.Жанатурмыс,1,2026
1.7,"Отырарский район, Шардаринский район",289.46999999999997,2027
1.7.1,с.Самырат (Үштам),6,2027
1.7.2,с.Аккол,4,2027
1.7.3,с.Колкудук,4.37,2027
1.7.4,с.Каргалы,11.7,2027
1.7.5,с.Жанкел,18.5,2027
1.7.6,с.Шенгельды,5.2,2027
1.7.7,с.Ызакол,7.6,2027
1.7.8,Бесторанғыл,4.7,2027
1.7.9,ст.Караконыр,2.5,2027
1.7.10,с.Костуин,5.9,2027
1.7.11,с.Сырдарья (Ызаколь),18.85,2027
1.7.12,с. Мыншукыр,6.5,2027
1.7.13,с.Бестам,5.5,2027
1.7.14,с.Костерек,7.2,2027
1.7.15,с.Сарыкол,2.6,2027
1.7.16,с.Ынталы,5.25,2027
1.7.17,с.Отрабад,33.7,2027
1.7.18,с.Шилик,16.7,2027
1.7.19,с.Ески Шилик,12.9,2027
1.7.20,с.Акшокат,13,2027
1.7.21,с.Шардара,4.2,2027
1.7.22,с.Айдарколь кашары,4.2,2027
1.7.23,с.Басланды,2.7,2027
1.7.24,с.Жоласар,8.3,2027
1.7.25,с.Суткент,10.7,2027
1.7.26,с.Акберди (пшентобе),6.3,2027
1.7.27,с.Бозай,5.2,2027
1.7.28,с.Куйган,2.2,2027
1.7.29,с.Бимурза,53,2027
1.5,Арысский район,243.32,2026
1.8.1,Пакентай Арапов (Енбекши),4.7,2026
1.8.2,Көкжиде,3,2026
1.8.3,Саналы,10.4,2026
1.8.4,Қаражантақ,14.35,2026
1.8.5,Орманды,5.6,2026
1.8.6,Теміржолшы,3.9,2026
1.8.7,Шаян (Қызылкөпір),4,2026
1.8.8,Ақтас,4.6,2026
1.8.9,Бақырша,23,2026
1.8.10,Атамекен (Қожатоғай),23,2026
1.8.11,Тоғансай,8.8,2026
1.8.12,Қожатоғай,17.07,2026
1.8.13,Байтоғай,17,2026
1.8.14,Шөгірлі,18.2,2026
1.8.15,РЗД-42,13.7,2026
1.8.16,РЗД40,9,2026
1.8.17,Бұлақ,22,2026
1.8.18,Дарбаза,35,2026
1.8.19,Жосалы,6,2026
1.6,Сарыагашский район,204.16999999999996,2026
1.10.1,с.Багыс,6.1,2026
1.10.2,с.Жайдак кудык,16.76,2026
1.10.3,с.Таскудык,15.3,2026
1.10.4,с.Курысай,9.1,2026
1.10.5,р.51,14.1,2026
1.10.6,Ердаут,8.15,2026
1.10.7,с.Сарысу,15.1,2026
1.10.8,с.Таскудык,16.8,2026
1.10.9,с.Жана курылыс,3,2026
1.10.10,с.Каракалпак,9.2,2026
1.10.11,с.Кызыласу,13.46,2026
1.10.12,с.Шайхана,11.75,2026
1.10.13,с.Шымырбай,13.9,2026
1.10.14,с.Ак уй,11.5,2026
1.10.15,с.Келес,4.95,2026
1.10.16,с.Култума,12.2,2026
1.10.17,с.Орта тобе (Береке),3.7,2026
1.10.18,с.Зах,1,2026
1.10.19,с.Тынтобе,2,2026
1.10.20,с.Коктал,16.1,2026
1.7,Сауранский район,172.20000000000002,2026
1.11.1,Құмайлықас,10.9,2026
1.11.2,Үлгілі,5,2026
1.11.3,30-разъезд,23.5,2026
1.11.4,с.Машкур Жусуп,23,2026
1.11.5,Ойык,22,2026
1.11.6,с Құмтүйін ,7.35,2026
1.11.7,Каражон,8.6,2026
1.11.8,Жалаңтөс ,2.65,2026
1.11.9,С.Қожанов,2.9,2026
1.11.10,Шоктас,13.5,2026
1.11.11,Бершінтобе,13.3,2026
1.11.12,Егизкара,39.5,2026
1.12,Созакский район,360.36,2027
1.12.1,с.Абай ,13.2,2027
1.12.2,с.Балдысу ,20.26,2027
1.12.3,с.Карабулак ,7,2027
1.12.4,с.Жуантобе ,66.5,2027
1.12.5,с. Кызылбайрак(ран) ,18.7,2027
1.12.6,с. Шага ,3.3,2027
1.12.7,с. Аксумбе ,34,2027
1.12.8,с. Бакырлы ,8.7,2027
1.12.9,с. Саржаз ,20,2027
1.12.11,с. Кызыл кол ,3.3,2027
1.12.12,п.Кыземшек ,61,2027
1.12.14,с.Ы.Жаукебаев,20.9,2027
1.12.15,с. Сызган ,6,2027
1.12.16,с. Басбулак ,5.3,2027
1.12.17,с.Кайнар ,8.2,2027
1.12.18,с. Тасты ,36,2027
1.12.19,с.Шу ,28,2027
1.8,Толебийский район,162.83,2026
1.13.1,с.Жанауюм,7.16,2026
1.13.2,с.Корган,3.8,2026
1.13.3,с.Косагаш ,6.65,2026
1.13.4,с.Нысанбек,7.7,2026
1.13.5,с.Бургулюк,8.4,2026
1.13.6,с.Шубарагаш ,6.45,2026
1.13.7,с.Бейнеткеш ,8.5,2026
1.13.8,с.Жанакуш,3.6,2026
1.13.9,с.Уюмшыл,21,2026
1.13.10,с.Каратобе,13.1,2026
1.13.11,с.Каракия ,6.35,2026
1.13.12,с.Алтынбастау,7.25,2026
1.13.13,с.Жинишке,10.69,2026
1.13.14,с.Верх Каскасу,9.65,2026
1.13.15,с.Керегетас ,8.33,2026
1.13.16,с.Алшалы ,13.2,2026
1.13.17,с.Жамбыл ,3.05,2026
1.13.18,с.Онтустик,12.75,2026
1.13.19,с.Жанатурмыс ,2.4,2026
1.13.20,с. Шатыртобе,2.8,2026
1.9,Тюлькубасский район,229.25,2026
1.14.1,с.Бакыбек,4.8,2026
1.14.2,с.Сартор,9.4,2026
1.14.3,с.Абай,10,2026
1.14.4,с.Кокбулак,10.1,2026
1.14.5,с.Шарафкент,9,2026
1.14.6,с.Абаил,10,2026
1.14.7,с.Жанузак,10.4,2026
1.14.8,с.Рыскул,5.7,2026
1.14.9,с.Пистели ,9,2026
1.14.10,с.Даубаба -2,11.2,2026
1.14.11,с.Жиынбай,5.5,2026
1.14.12,с.Даубаба -1 (Сесловина),11.2,2026
1.14.13,с.Кемербастау,6.2,2026
1.14.14,с.Алгабас,4.2,2026
1.14.15,а.М.Жаримбетов,4.4,2026
1.14.16,с.Елтай,6.8,2026
1.14.17,с.Кумисбастау,6.1,2026
1.14.18,с.Майлыкент,5.2,2026
1.14.19,с.Енбек,5.8,2026
1.14.20,с.Енбекши,6.6,2026
1.14.21,с.К-бастау,1,2026
1.14.22,а.Таусағыз,2.5,2026
1.14.23,с.Кожамберды,6.55,2026
1.14.24,с.Жанаталап,6.3,2026
1.14.25,а.Тастыбұлақ,6.7,2026
1.14.26,с.Келтемашат,4.2,2026
1.14.27,с.Кызылту,1.7,2026
1.14.28,с.Амангелды,4.3,2026
1.14.29,с.Жыланды,6.6,2026
1.14.30,с.Кабанбай,5.5,2026
1.14.31,с.Ирсу,13.5,2026
1.14.32,р.114,4.8,2026
1.14.33,р.115,3,2026
1.14.34,с.Когалы,1,2026
1.14.35,с.Карабастау,10,2026
2,Жамбылская область,759,
2.1,"Жамбылский район, Байзакский район",264,2026
2.1.1,Рахат,7,2026
2.1.2,Қаратау,19,2026
2.1.3,Әулиекөл,15,2026
2.1.4,Шоқай,8,2026
2.1.5,Қапал,12,2026
2.1.6,Қоңыртбе,в составе г. Тараз,2026
2.1.7,Танты,в составе г. Тараз,2026
2.1.8,Еңбек,5,2026
2.1.9,Жамбыл,8,2026
2.1.10,Қостөбе,8,2026
2.1.11,Құмтиын,7,2026
2.1.12,Шайдана,6,2026
2.1.13,Тоғызтарау,7,2026
2.1.14,Жаңаөткел,10,2026
2.1.15,Қызылдихан,4,2026
2.1.16,Сеңгірбай,6,2026
2.1.17,Кемел,в составе г. Тараз,2026
2.1.18,Көлқайнар,5,2026
2.1.19,Құмсуат,24,2026
2.1.20,Базарбай ,14,2026
2.1.21,Ботамойнақ,6,2026
2.1.22,Жеңіс,9,2026
2.1.23,Аққия,5,2026
2.1.24,Төрткүл,6,2026
2.1.25,Жаңатұрмыс,8,2026
2.1.26,Жібек жолы ,4,2026
2.1.27,Тегістік,8,2026
2.1.28,Талас ст.,в состав г. Тараз,2026
2.1.29,Сеңкібай,3,2026
2.1.30,Көкөзек,7,2026
2.1.31,Қарасу,9,2026
2.1.32,Ақтөбе,7,2026
2.1.33,Жаңасаз,5,2026
2.1.34,с.Сарыбарак,3,2026
2.1.35,с.Аймантобе,5,2027
2.1.36,Қайнар рзд.,8,2026
2.1.37,Төрегелді,6,2026
2.2,Жуалинский район,275,2026
2.2.1,Дихан,6,2026
2.2.2,Бәйтерек,6,2026
2.2.3,Жаңаталап,4.5,2026
2.2.4,Ақтоған,7,2026
2.2.5,Дарбаза,8,2026
2.2.6,Жылыбұлақ,4,2026
2.2.7,Әбдіқадыр,18,2026
2.2.8,Көлтоған,5.5,2026
2.2.9,Ертай,14,2026
2.2.10,Рысбек батыр,15,2026
2.2.11,Кәріқорған,4,2026
2.2.12,Қоңыртөбе,10,2026
2.2.13,Қосмұрат,5.5,2026
2.2.14,Майбұлақ,4.5,2026
2.2.15,Тасбастау,7,2026
2.2.16,Шыңбұлақ,16,2026
2.2.17,Бақалы,5,2026
2.2.18,Көктөбе,4.5,2026
2.2.19,Қосбөлтек,4.5,2026
2.2.20,Күреңбел,8,2026
2.2.21,Қаратас,8,2026
2.2.22,Ақбастау,7,2026
2.2.23,Жүрімбай,7,2026
2.2.24,Қарасу,3.5,2026
2.2.25,Көктас,6.5,2026
2.2.26,Қошқарата,5.5,2026
2.2.27,Ақтасты,13,2026
2.2.28,Қызтоған,7,2026
2.2.29,Тәттібай Дүйсебайұлы,9.5,2026
2.2.30,Ынтымақ,6,2026
2.2.31,Қызыларық,2,2026
2.2.32,Ақтөбе,8,2026
2.2.33,Алатау,10,2026
2.2.34,Терісащыбұлақ,5,2026
2.2.35,Көлбастау,5,2026
2.2.36,Талапты,10,2026
2.2.37,Амансай,5,2026
2.3,Кордайский район,188,2027
2.3.1,Көкадыр,13,2027
2.3.2,Мұзбел,7,2027
2.3.3,Бәйтерек,10,2027
2.3.4,Соғанды,37,2027
2.3.5,Керу,22,2027
2.3.6,Еңбек,38,2027
2.3.7,Қарасу,3,2027
2.3.8,Күнбатыс 1,9,2027
2.3.9,Күнбатыс 2,6,2027
2.3.10,Сарыбастау,7,2027
2.3.11,Шарбақты,15,2027
2.3.12,Көктөбе,21,2027
2.3,Меркенский район,220,2026
2.4.1,Ақкөз-Қайнар ,16,2026
2.4.2,Алтынарық ,9,2026
2.4.3,Кентай ,5,2026
2.4.4,Қазақдихан ,10,2026
2.4.5,Тұрлыбай батыр ,19,2026
2.4.6,Талдыбұлақ уч. ,10,2026
2.4.7,Қызылсай ,13,2026
2.4.8,Мыңқазан,6,2026
2.4.9,Жауғаш ,34,2026
2.4.10,Аралкишлак ,7,2026
2.4.11,Аққайнар ,6,2026
2.4.12,Тескентоған ,5,2026
2.4.13,Беларық ,9,2026
2.4.14,Ақжол ,36,2026
2.4.15,Қайыңдысай ,6,2026
2.4.16,Құмарық ,6,2026
2.4.17,Меркі шипажайы ,9,2026
2.4.18,Маханды ,14,2026
2.5,Мойынкумский район,139,2027
2.5.1,Сарыөзек ,14,2027
2.5.2,Көкжелек ,10,2027
2.5.3,А.Hазарбекова  ,6,2027
2.5.4,Күшаман ,4,2027
2.5.5,Ұланбел ,97,2027
2.5.6,Бурылбайтал ,5,2027
2.5.7,Бурылбайтал ст. ,3,2027
2.6,"Сарысусский район, Таласский район ",201.5,2027
2.6.1,Қызылдикан ,9,2027
2.6.2,Маятас,4,2027
2.6.3,Ұзақбай Сыздықбаев ,3,2027
2.6.4,Әшір Бүркітбаев ,19,2027
2.6.5,Арыстанды(Буденное) ,15,2027
2.6.6,Үшбас ,9,2027
2.6.7,Майлыкөл ,5,2027
2.6.8,с.Әбілда(с.Ушарал),5,2027
2.6.9,Досбол ,6,2027
2.6.10,Шағалалы ,24,2027
2.6.11,Көкдала-кіші,14,2027
2.6.12,Актам,12,2027
2.6.13,Кокдала-улкен,8.5,2027
2.6.14,Көшек батыр ,5,2027
2.6.15,Қараой ,22,2027
2.6.16,Ақтөбе ,11,2027
2.6.17,с.Турумкул,4,2027
2.6.18,Арал ,7,2027
2.6.19,Қайыр ,10,2027
2.6.20,Талапты ,7,2027
2.6.21,Тамабек (Амангелді),2,2027
2.7,Турар Рыскуловский район,205,2027
2.7.1,Шеңгер ,8,2027
2.7.2,Көкарық ,10,2027
2.7.3,Малдыбай ,11,2027
2.7.4,Жалпақсаз,7,2027
2.7.5,Қазақ ,7,2027
2.7.6,Тасшолақ ,6,2027
2.7.7,Мамай-Қайыңды ,8,2027
2.7.8,Бәйтелі ,9,2027
2.7.9,Қызылшаруа ,15,2027
2.7.10,Әбілқайыр ,29,2027
2.7.11,с.Салимбай Прманов,7,2027
2.7.12,Көкарық ,7,2027
2.7.13,Шолақ-Қайыңды ,8,2027
2.7.14,Сөгеті ,12,2027
2.7.15,Мамыртөбе ,33,2027
2.7.16,Құмарық ст. ,12,2027
2.7.17,Сұңқайты ,16,2027
2.8,Шуский район,178,2027
2.8.1,Жайсан,4,2027
2.8.2,Сауытбек ,9,2027
2.8.3,Бөлтірік ,10,2027
2.8.4,Еңбекші ,4,2027
2.8.5,Тасөткел ,12,2027
2.8.6,Жиделі ,26,2027
2.8.7,Еспе ст. ,42,2027
2.8.8,Еңбек,8,2027
2.8.9,Жиенбет,6,2027
2.8.10,Тасөткел,5,2027
2.8.11,Аспара ст.,33,2027
2.8.12,с.Кокжиек,5,2027
2.8.13,рзд. Кумозек,14,2027
3,Область Ұлытау,583.5999999999999,
3.1,Жанааркинский район,177.10000000000002,2026
3.1.1,Атасу,3.2,2026
3.1.2,ст.Мынадыр,7.7,2026
3.1.3,с.Байгул,40,2026
3.1.4,с.Актайлак,5.8,2026
3.1.5,рзд.69 км,3.3,2026
3.1.6,с.Акбастау,6.7,2026
3.1.7,ст.Жомарт,9.4,2026
3.1.8,рзд.189 км,6.7,2026
3.1.9,Лесхоз Караагаш,3,2026
3.1.10,с.Орынбай,26,2026
3.1.11,с.Карамола,0.5,2026
3.1.12,рзд.117 км,9.4,2026
3.1.13,с.Алгабас,1.4,2026
3.1.14,с.Бидайык,6.5,2026
3.1.15,Акшагат,3.5,2026
3.1.16,с.Клыч,26,2026
3.1.17,с.Уркендеу,18,2026
3.2,"Ұлытауский район, район Жезказган",406.49999999999994,2026
3.2.1,пос.Актас ,22,2026
3.2.2,с.Пионер,8.15,2026
3.2.3,с.Борсенгир,22.5,2026
3.2.4,с.Егинди,48,2026
3.2.5,с. Кызылуй,3,2026
3.2.6,с.Сарлык,33.05,2026
3.2.7,с.Коргасын ,32.1,2026
3.2.8,с.Косколь,162,2026
3.2.9,с.Терисаккан,42.3,2026
3.2.10,с.Корганбай,31.5,2026
3.2.11,с.Түйемойнақ,1.9,2026
4,Кызылординская область,286.9,
4.1,"Жалагашский район, Сырдарьинский район",105.9,2026
4.1.1,с.Аккыр,36,2026
4.1.2,с.Далдабай,11.5,2026
4.1.3,с.Жанаконыс,4.5,2026
4.1.4,с.Инкардарья,47,2026
4.1.5,с.Инкардарья,6.9,2026
4.2,"Жанакорганский район, Шиелийский район",181,2026
4.2.1,с.Билибай,4,2026
4.2.2,с.Коктобе,17.5,2026
4.2.3,с.Кашканколь,59.5,2026
4.2.4,р.21,14.5,2026
4.2.5,с.Жансеит,17.5,2026
4.2.6,с.Бирказан,20,2026
4.2.7,с.1 Мамыр,8,2026
4.2.8,с.Берлистик бывш с.Жаназар батыр,14,2026
4.2.9,с.Кызылкайын,26,2026
4.3,"Казалинский район, Кармакшинский район",203.6,2027
4.3.1,с.Шитубек,10,2027
4.3.2,ст.Кубек,14,2027
4.3.3,рзд.Алтай,8.1,2027
4.3.4,рзд.Ойында,10.1,2027
4.3.5,с.Каукей,31,2027
4.3.6,с.Майлыбас,30,2027
4.3.7,с.Лакалы,23,2027
4.3.8,с.Уйрек,3.2,2027
4.3.9,с.Шолкум,38,2027
4.3.10,с.Торебай би,28.2,2027
4.3.11,с.Ирколь,8,2027
4.4,Аральский район,413.3,2027
4.4.1,с.Жинишкекум,87,2027
4.4.2,с.Аманоткел ,39,2027
4.4.3,с.Аккулак,23.7,2027
4.4.4,с.Карашалан,35.6,2027
4.4.5,с.Жанакурылыс,26.8,2027
4.4.6,с.Кумбазар,10,2027
4.4.7,с.Токабай,36.5,2027
4.4.8,с.Раим,25,2027
4.4.9,с.Еримбетжага,34,2027
4.4.10,с.Каратерен,7,2027
4.4.11,с.Жанаконыс,5.3,2027
4.4.12,с.Тастак,14.4,2027
4.4.13,с.Щомишколь,36.8,2027
4.4.14,рзд.86 Жалгызагаш,17,2027
4.4.15,с.Хан,8.2,2027
4.4.16,рзд.92,6,2027
4.4.17,рзд.87 Алтыкудык,1,2027
5,Атырауская область,332.44000000000005,
5.1,"Кзылкогинский район, Махамбетский район, Исатайский район, Курмангазинский район (нету в графике с Айдын - 8,2км, Wi-Fi public)",332.44000000000005,2026
5.1.1,с.Буйрек,7.3,2026
5.1.2,с.Коскулак,4.5,2026
5.1.3,с.Сарыкумак,12.3,2026
5.1.4,с.Таскудук,20.7,2026
5.1.5,с.Аккора,16.4,2026
5.1.6,с.Кенбай,18.3,2026
5.1.7,с.Когам,8.5,2026
5.1.8,с.Коныраулы,12,2026
5.1.9,с.Коздикора,13.5,2026
5.1.10,с.Бала Ораза,4.6,2026
5.1.11,с.Томан,11,2026
5.1.12,с. Жана Жанбай,9.8,2026
5.1.13,с.Айбас,2.92,2026
5.1.14,с.Кызылуй,32,2026
5.1.15,с.Азгир,26.8,2026
5.1.16,с.Коныртерек,24.8,2026
5.1.17,с.Балыкши,0.12,2026
5.1.18,с.Шагырлы,8.7,2026
5.1.19,с.Иманово,0.7,2026
5.1.20,с.Жамбыл,8.9,2026
5.1.21,с.Батырбек,21.2,2026
5.1.22,с.Егинкудук,7.1,2026
5.1.23,с.Жасталап,9.3,2026
5.1.24,с.Каспий,7,2026
5.1.25,с.Шестой,5.8,2026
5.1.26,с.Большой Куйген,5.9,2026
5.1.27,с.Жасарал,5.3,2026
5.1.28,с.Караколь,4.3,2026
5.1.29,с.Кумаргали,4.5,2026
